ENSG00000000419	1	,0.0008,	2	,0.0015,0.0166,	1	1	630.4	254.6
ENSG00000000457	11	,0.1256,0.0008,0.7148,0.0008,0.0015,0.0045,0.0023,0.0008,0.0038,0.0008,0.0015,	13	,0.1316,0.0061,0.0023,0.0068,0.0076,0.0008,0.003,0.0076,0.0174,0.0567,0.0038,0.0272,0.0015,	6	1	1554.9	671.1
ENSG00000000460	12	,0.003,0.0008,0.7209,0.0008,0.0038,0.0015,0.0658,0.0076,0.0008,0.0068,0.0008,0.0023,	5	,0.003,0.087,0.0106,0.0008,0.0008,	5	8	1829.4	729.6
ENSG00000000938	4	,0.0023,0.0008,0.0015,0.0008,	4	,0.0023,0.0083,0.0015,0.0083,	0	3	1256.7	330.3
ENSG00000000971	13	,0.0008,0.0008,0.2088,0.0015,0.3623,0.0008,0.0008,0.0023,0.2254,0.0378,0.6876,0.0098,0.0015,	7	,0.0688,0.5688,0.0023,0.0673,0.0015,0.9985,0.0272,	8	10	2804.9	888.1
ENSG00000001036	9	,0.0091,0.0076,0.1233,0.3396,0.0008,0.0008,0.0144,0.0015,0.0008,	5	,0.5204,0.0242,0.0076,0.0053,0.9939,	0	3	978.2	422.8
ENSG00000001084	3	,0.0008,0.0015,0.0356,	6	,0.0204,0.0015,0.0008,0.0348,0.0015,0.0023,	1	1	1366.0	551.7
ENSG00000001167	3	,0.0008,0.0008,0.0045,	3	,0.0408,0.0015,0.0008,	2	1	716.2	321.8
ENSG00000001460	11	,0.003,0.0038,0.0023,0.9985,0.0091,0.0008,0.0008,0.3086,0.0121,0.2277,0.1906,	8	,0.0008,0.0023,0.5227,0.0756,0.5106,0.0053,0.0008,0.0961,	0	3	697.7	304.3
ENSG00000001461	7	,0.0015,0.0008,0.0038,0.0923,0.1589,0.0008,0.0008,	1	,0.0023,	3	4	927.2	295.4
ENSG00000001561	7	,0.003,0.0061,0.2186,0.0015,0.0234,0.0008,0.0015,	4	,0.0008,0.0061,0.1339,0.0008,	0	0	999.2	359.8
ENSG00000001617	9	,0.1566,0.0023,0.0008,0.0008,0.0015,0.0008,0.0008,0.4138,0.0008,	10	,0.0008,0.0015,0.6823,0.0008,0.0008,0.0121,0.0008,0.0008,0.0015,0.0008,	2	2	1813.0	542.0
ENSG00000001626	24	,0.0008,0.0008,0.0189,0.0008,0.0008,0.0008,0.0015,0.0045,0.0008,0.0008,0.0008,0.0023,0.0651,0.0008,0.0015,0.0008,0.0023,0.0008,0.0008,0.0015,0.0008,0.0182,0.0023,0.0015,	12	,0.0008,0.0136,0.0023,0.7073,0.0023,0.0076,0.0008,0.823,0.0023,0.0008,0.0008,0.7504,	2	4	3148.4	1291.6
ENSG00000001629	5	,0.0008,0.0008,0.0008,0.0023,0.2413,	7	,0.0129,0.0015,0.0015,0.0091,0.1513,0.0643,0.0076,	1	3	2499.6	767.4
ENSG00000001630	5	,0.0008,0.0008,0.0076,0.0015,0.0015,	3	,0.0038,0.4539,0.0008,	3	1	1148.2	392.3
ENSG00000001631	5	,0.0023,0.0008,0.0076,0.0008,0.0015,	3	,0.0023,0.1589,0.0008,	1	3	1680.8	527.2
ENSG00000002016	13	,0.0015,0.0008,0.0008,0.0015,0.0023,0.003,0.9675,0.0008,0.0008,0.0008,0.0008,0.0106,0.0023,	0	,	10	6	974.3	279.7
ENSG00000002330	6	,0.0015,0.0068,0.0008,0.0098,0.0159,0.0008,	2	,0.0015,0.0015,	0	0	397.8	158.5
ENSG00000002549	6	,0.0015,0.003,0.0015,0.0008,0.0061,0.0008,	7	,0.0008,0.0008,0.0008,0.1604,0.2095,0.3268,0.8979,	0	4	1063.4	493.6
ENSG00000002587	3	,0.118,0.0008,0.0015,	4	,0.0492,0.6808,0.6808,0.0015,	1	2	748.6	172.4
ENSG00000002726	10	,0.0015,0.4387,0.0038,0.0363,0.0015,0.0008,0.0877,0.4554,0.0197,0.003,	16	,0.003,0.0023,0.0023,0.0008,0.0333,0.0053,0.0023,0.7436,0.0008,0.0053,0.0008,0.4357,0.0015,0.41,0.5446,0.0008,	4	8	1827.0	483.0
ENSG00000002745	6	,0.0772,0.0045,0.0068,0.0272,0.0983,0.0008,	4	,0.0023,0.0212,0.0008,0.0166,	0	2	836.5	275.9
ENSG00000002746	10	,0.0484,0.0091,0.0015,0.0469,0.0008,0.0038,0.0008,0.0008,0.0023,0.0008,	23	,0.0008,0.0015,0.0008,0.0008,0.0393,0.2307,0.0371,0.0038,0.5091,0.0023,0.0144,0.4818,0.0484,0.0015,0.0635,0.0068,0.9304,0.0045,0.0151,0.0204,0.0068,0.0098,0.0189,	1	5	3475.4	1342.6
ENSG00000002822	15	,0.0008,0.0008,0.0015,0.0295,0.0008,0.0113,0.003,0.0015,0.0015,0.0015,0.0015,0.1762,0.0015,0.0053,0.0008,	10	,0.0794,0.003,0.0008,0.0023,0.0008,0.0023,0.0537,0.2587,0.0726,0.0008,	2	5	1768.7	385.3
ENSG00000002834	0	,	8	,0.0023,0.1415,0.0825,0.0008,0.1362,0.0151,0.0091,0.0008,	1	1	671.6	125.8
ENSG00000002919	4	,0.0008,0.0008,0.003,0.0015,	1	,0.0008,	1	0	568.8	241.2
ENSG00000002933	10	,0.0053,0.0008,0.1354,0.0144,0.0008,0.0015,0.0741,0.1694,0.2065,0.0015,	3	,0.025,0.1301,0.1271,	1	3	512.1	192.9
ENSG00000003056	4	,0.0015,0.0681,0.0008,0.0008,	0	,	0	2	573.8	257.2
ENSG00000003137	13	,0.9977,0.0008,0.0212,0.0651,0.0008,0.0023,0.0008,0.0008,0.7103,0.0144,0.0008,0.0023,0.0287,	9	,0.0015,0.7821,0.0038,0.0015,0.0053,0.0023,0.0182,0.0068,0.0008,	0	3	1305.1	230.9
ENSG00000003147	6	,0.0008,0.0371,0.0038,0.0083,0.5378,0.0008,	6	,0.0045,0.0008,0.5779,0.0318,0.0166,0.025,	3	6	1132.9	403.1
ENSG00000003249	3	,0.0008,0.0008,0.0045,	3	,0.0015,0.0053,0.0015,	5	1	409.5	124.5
ENSG00000003393	11	,0.0015,0.0008,0.0053,0.0023,0.0015,0.0023,0.0008,0.2436,0.0008,0.0008,0.9592,	11	,0.0204,0.0008,0.1944,0.0015,0.0061,0.0015,0.1006,0.0015,0.0008,0.0015,0.0008,	2	2	3544.2	1525.8
ENSG00000003400	8	,0.0008,0.0053,0.0008,0.0023,0.0008,0.0008,0.3328,0.0008,	8	,0.0008,0.5113,0.0098,0.0083,0.0008,0.0151,0.0091,0.0076,	8	2	1043.5	526.0
ENSG00000003402	7	,0.0061,0.0015,0.0008,0.0817,0.0053,0.0015,0.0008,	5	,0.0015,0.0008,0.0098,0.0015,0.5386,	3	1	1002.2	437.8
ENSG00000003436	4	,0.0068,0.385,0.0038,0.0015,	3	,0.0189,0.118,0.0008,	0	0	683.9	228.1
ENSG00000003509	10	,0.0015,0.0015,0.0401,0.2564,0.0008,0.0008,0.0008,0.0015,0.0008,0.0015,	3	,0.9985,0.003,0.0023,	1	0	953.6	369.4
ENSG00000003756	1	,0.0008,	9	,0.0015,0.0023,0.0008,0.2542,0.0015,0.2542,0.0257,0.0038,0.0015,	1	4	1748.7	696.3
ENSG00000003987	6	,0.0008,0.0091,0.0008,0.0015,0.0008,0.0371,	11	,0.0015,0.0015,0.0303,0.0008,0.028,0.0015,0.0076,0.0272,0.4864,0.0023,0.0333,	1	2	1501.3	486.3
ENSG00000003989	16	,0.0015,0.295,0.003,0.0015,0.0091,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0045,0.0053,0.0061,0.0053,0.0008,	13	,0.0469,0.003,0.0008,0.0008,0.0045,0.0166,0.0023,0.0189,0.0151,0.1369,0.0023,0.0492,0.0053,	8	8	1574.2	532.7
ENSG00000004059	1	,0.0008,	1	,0.084,	0	0	410.9	129.1
ENSG00000004139	6	,0.0015,0.0008,0.0008,0.0008,0.0038,0.0045,	5	,0.0008,0.0038,0.0129,0.0038,0.0053,	0	2	1740.4	431.6
ENSG00000004142	2	,0.0008,0.0053,	7	,0.3487,0.025,0.0106,0.975,0.025,0.0023,0.9743,	2	1	814.6	289.4
ENSG00000004399	27	,0.0008,0.0015,0.0015,0.0023,0.0008,0.2171,0.0008,0.0015,0.0053,0.0439,0.0098,0.2753,0.003,0.0008,0.0015,0.0121,0.0008,0.0008,0.0061,0.0734,0.0015,0.0038,0.1263,0.0068,0.0242,0.0159,0.0008,	37	,0.2564,0.0008,0.6694,0.003,0.0008,0.0015,0.0008,0.0015,0.0295,0.0045,0.3956,0.2262,0.3495,0.0182,0.0008,0.0038,0.003,0.0008,0.0015,0.3427,0.3964,0.0174,0.0008,0.0492,0.0015,0.1611,0.0015,0.0855,0.0023,0.0015,0.0098,0.0023,0.003,0.0023,0.0552,0.0008,0.0008,	6	8	4792.5	982.5
ENSG00000004455	1	,0.0008,	1	,0.0008,	0	0	511.6	205.4
ENSG00000004468	5	,0.003,0.003,0.0008,0.0008,0.0008,	3	,0.0023,0.087,0.0023,	1	1	647.8	252.2
ENSG00000004478	8	,0.0061,0.0008,0.0008,0.0008,0.0015,0.0008,0.0015,0.0272,	0	,	2	3	1005.7	371.3
ENSG00000004487	6	,0.0242,0.0008,0.472,0.6331,0.0076,0.0144,	6	,0.0008,0.1422,0.0151,0.0015,0.0008,0.0159,	2	5	1833.9	817.3
ENSG00000004534	7	,0.003,0.003,0.0257,0.0008,0.0008,0.0015,0.0015,	5	,0.0008,0.0015,0.0287,0.0008,0.0514,	3	0	2399.6	969.4
ENSG00000004660	4	,0.0061,0.1044,0.0008,0.0091,	9	,0.0113,0.0008,0.4614,0.0053,0.0015,0.947,0.2118,0.0008,0.0076,	2	3	1194.2	401.8
ENSG00000004766	4	,0.0076,0.0008,0.028,0.0469,	3	,0.0068,0.0325,0.385,	2	2	2265.7	626.3
ENSG00000004776	3	,0.0008,0.0061,0.0076,	2	,0.0015,0.0008,	1	1	366.8	113.2
ENSG00000004777	7	,0.0023,0.0008,0.0008,0.0023,0.0219,0.0061,0.0015,	21	,0.3828,0.0038,0.323,0.0598,0.0008,0.1089,0.0862,0.003,0.0174,0.0008,0.0242,0.0219,0.1256,0.0242,0.0008,0.0008,0.003,0.0023,0.0008,0.0008,0.0008,	2	6	2751.1	1106.9
